i, char value, unsigned char, short, unsigned short
80325,-59,197,14789,14789
80326,-58,198,14790,14790
80327,-57,199,14791,14791
80328,-56,200,14792,14792
80329,-55,201,14793,14793
80330,-54,202,14794,14794
80331,-53,203,14795,14795
80332,-52,204,14796,14796
80333,-51,205,14797,14797
80334,-50,206,14798,14798
80335,-49,207,14799,14799
80336,-48,208,14800,14800
80337,-47,209,14801,14801
80338,-46,210,14802,14802
80339,-45,211,14803,14803
80340,-44,212,14804,14804
80341,-43,213,14805,14805
80342,-42,214,14806,14806
80343,-41,215,14807,14807
80344,-40,216,14808,14808
80345,-39,217,14809,14809
80346,-38,218,14810,14810
80347,-37,219,14811,14811
80348,-36,220,14812,14812
80349,-35,221,14813,14813
80350,-34,222,14814,14814
80351,-33,223,14815,14815
80352,-32,224,14816,14816
80353,-31,225,14817,14817
80354,-30,226,14818,14818
80355,-29,227,14819,14819
80356,-28,228,14820,14820
80357,-27,229,14821,14821
80358,-26,230,14822,14822
80359,-25,231,14823,14823
80360,-24,232,14824,14824
80361,-23,233,14825,14825
80362,-22,234,14826,14826
80363,-21,235,14827,14827
80364,-20,236,14828,14828
80365,-19,237,14829,14829
80366,-18,238,14830,14830
80367,-17,239,14831,14831
80368,-16,240,14832,14832
80369,-15,241,14833,14833
80370,-14,242,14834,14834
80371,-13,243,14835,14835
80372,-12,244,14836,14836
80373,-11,245,14837,14837
80374,-10,246,14838,14838
80375,-9,247,14839,14839
80376,-8,248,14840,14840
80377,-7,249,14841,14841
80378,-6,250,14842,14842
80379,-5,251,14843,14843
80380,-4,252,14844,14844
80381,-3,253,14845,14845
80382,-2,254,14846,14846
80383,-1,255,14847,14847
80384,0,0,14848,14848
80385,1,1,14849,14849
80386,2,2,14850,14850
80387,3,3,14851,14851
80388,4,4,14852,14852
80389,5,5,14853,14853
80390,6,6,14854,14854
80391,7,7,14855,14855
80392,8,8,14856,14856
80393,9,9,14857,14857
80394,10,10,14858,14858
80395,11,11,14859,14859
80396,12,12,14860,14860
80397,13,13,14861,14861
80398,14,14,14862,14862
80399,15,15,14863,14863
80400,16,16,14864,14864
80401,17,17,14865,14865
80402,18,18,14866,14866
80403,19,19,14867,14867
80404,20,20,14868,14868
80405,21,21,14869,14869
80406,22,22,14870,14870
80407,23,23,14871,14871
80408,24,24,14872,14872
80409,25,25,14873,14873
80410,26,26,14874,14874
80411,27,27,14875,14875
80412,28,28,14876,14876
80413,29,29,14877,14877
80414,30,30,14878,14878
80415,31,31,14879,14879
80416,32,32,14880,14880
80417,33,33,14881,14881
80418,34,34,14882,14882
80419,35,35,14883,14883
80420,36,36,14884,14884
80421,37,37,14885,14885
80422,38,38,14886,14886
80423,39,39,14887,14887
80424,40,40,14888,14888
80425,41,41,14889,14889
80426,42,42,14890,14890
80427,43,43,14891,14891
80428,44,44,14892,14892
80429,45,45,14893,14893
80430,46,46,14894,14894
80431,47,47,14895,14895
80432,48,48,14896,14896
80433,49,49,14897,14897
80434,50,50,14898,14898
80435,51,51,14899,14899
80436,52,52,14900,14900
80437,53,53,14901,14901
80438,54,54,14902,14902
80439,55,55,14903,14903
80440,56,56,14904,14904
80441,57,57,14905,14905
80442,58,58,14906,14906
80443,59,59,14907,14907
80444,60,60,14908,14908
80445,61,61,14909,14909
80446,62,62,14910,14910
80447,63,63,14911,14911
80448,64,64,14912,14912
80449,65,65,14913,14913
80450,66,66,14914,14914
80451,67,67,14915,14915
80452,68,68,14916,14916
80453,69,69,14917,14917
80454,70,70,14918,14918
80455,71,71,14919,14919
80456,72,72,14920,14920
80457,73,73,14921,14921
80458,74,74,14922,14922
80459,75,75,14923,14923
80460,76,76,14924,14924
80461,77,77,14925,14925
80462,78,78,14926,14926
80463,79,79,14927,14927
80464,80,80,14928,14928
80465,81,81,14929,14929
80466,82,82,14930,14930
80467,83,83,14931,14931
80468,84,84,14932,14932
80469,85,85,14933,14933
80470,86,86,14934,14934
80471,87,87,14935,14935
80472,88,88,14936,14936
80473,89,89,14937,14937
80474,90,90,14938,14938
80475,91,91,14939,14939
80476,92,92,14940,14940
80477,93,93,14941,14941
80478,94,94,14942,14942
80479,95,95,14943,14943
80480,96,96,14944,14944
80481,97,97,14945,14945
80482,98,98,14946,14946
80483,99,99,14947,14947
80484,100,100,14948,14948
80485,101,101,14949,14949
80486,102,102,14950,14950
80487,103,103,14951,14951
80488,104,104,14952,14952
80489,105,105,14953,14953
80490,106,106,14954,14954
80491,107,107,14955,14955
80492,108,108,14956,14956
80493,109,109,14957,14957
80494,110,110,14958,14958
80495,111,111,14959,14959
80496,112,112,14960,14960
80497,113,113,14961,14961
80498,114,114,14962,14962
80499,115,115,14963,14963
80500,116,116,14964,14964
80501,117,117,14965,14965
80502,118,118,14966,14966
80503,119,119,14967,14967
80504,120,120,14968,14968
80505,121,121,14969,14969
80506,122,122,14970,14970
80507,123,123,14971,14971
80508,124,124,14972,14972
80509,125,125,14973,14973
80510,126,126,14974,14974
80511,127,127,14975,14975
80512,-128,128,14976,14976
80513,-127,129,14977,14977
80514,-126,130,14978,14978
80515,-125,131,14979,14979
80516,-124,132,14980,14980
80517,-123,133,14981,14981
80518,-122,134,14982,14982
80519,-121,135,14983,14983
80520,-120,136,14984,14984
80521,-119,137,14985,14985
80522,-118,138,14986,14986
80523,-117,139,14987,14987
80524,-116,140,14988,14988
80525,-115,141,14989,14989
80526,-114,142,14990,14990
80527,-113,143,14991,14991
80528,-112,144,14992,14992
80529,-111,145,14993,14993
80530,-110,146,14994,14994
80531,-109,147,14995,14995
80532,-108,148,14996,14996
80533,-107,149,14997,14997
80534,-106,150,14998,14998
80535,-105,151,14999,14999
80536,-104,152,15000,15000
80537,-103,153,15001,15001
80538,-102,154,15002,15002
80539,-101,155,15003,15003
80540,-100,156,15004,15004
80541,-99,157,15005,15005
80542,-98,158,15006,15006
80543,-97,159,15007,15007
80544,-96,160,15008,15008
80545,-95,161,15009,15009
80546,-94,162,15010,15010
80547,-93,163,15011,15011
80548,-92,164,15012,15012
80549,-91,165,15013,15013
80550,-90,166,15014,15014
80551,-89,167,15015,15015
80552,-88,168,15016,15016
80553,-87,169,15017,15017
80554,-86,170,15018,15018
80555,-85,171,15019,15019
80556,-84,172,15020,15020
80557,-83,173,15021,15021
80558,-82,174,15022,15022
80559,-81,175,15023,15023
80560,-80,176,15024,15024
80561,-79,177,15025,15025
80562,-78,178,15026,15026
80563,-77,179,15027,15027
80564,-76,180,15028,15028
80565,-75,181,15029,15029
80566,-74,182,15030,15030
80567,-73,183,15031,15031
80568,-72,184,15032,15032
80569,-71,185,15033,15033
80570,-70,186,15034,15034
80571,-69,187,15035,15035
80572,-68,188,15036,15036
80573,-67,189,15037,15037
80574,-66,190,15038,15038
80575,-65,191,15039,15039
80576,-64,192,15040,15040
80577,-63,193,15041,15041
80578,-62,194,15042,15042
80579,-61,195,15043,15043
80580,-60,196,15044,15044
80581,-59,197,15045,15045
80582,-58,198,15046,15046
80583,-57,199,15047,15047
80584,-56,200,15048,15048
80585,-55,201,15049,15049
80586,-54,202,15050,15050
80587,-53,203,15051,15051
80588,-52,204,15052,15052
80589,-51,205,15053,15053
80590,-50,206,15054,15054
80591,-49,207,15055,15055
80592,-48,208,15056,15056
80593,-47,209,15057,15057
80594,-46,210,15058,15058
80595,-45,211,15059,15059
80596,-44,212,15060,15060
80597,-43,213,15061,15061
80598,-42,214,15062,15062
80599,-41,215,15063,15063
80600,-40,216,15064,15064
80601,-39,217,15065,15065
80602,-38,218,15066,15066
80603,-37,219,15067,15067
80604,-36,220,15068,15068
80605,-35,221,15069,15069
80606,-34,222,15070,15070
80607,-33,223,15071,15071
80608,-32,224,15072,15072
80609,-31,225,15073,15073
80610,-30,226,15074,15074
80611,-29,227,15075,15075
80612,-28,228,15076,15076
80613,-27,229,15077,15077
80614,-26,230,15078,15078
80615,-25,231,15079,15079
80616,-24,232,15080,15080
80617,-23,233,15081,15081
80618,-22,234,15082,15082
80619,-21,235,15083,15083
80620,-20,236,15084,15084
80621,-19,237,15085,15085
80622,-18,238,15086,15086
80623,-17,239,15087,15087
80624,-16,240,15088,15088
80625,-15,241,15089,15089
80626,-14,242,15090,15090
80627,-13,243,15091,15091
80628,-12,244,15092,15092
80629,-11,245,15093,15093
80630,-10,246,15094,15094
80631,-9,247,15095,15095
80632,-8,248,15096,15096
80633,-7,249,15097,15097
80634,-6,250,15098,15098
80635,-5,251,15099,15099
80636,-4,252,15100,15100
80637,-3,253,15101,15101
80638,-2,254,15102,15102
80639,-1,255,15103,15103
80640,0,0,15104,15104
80641,1,1,15105,15105
80642,2,2,15106,15106
80643,3,3,15107,15107
80644,4,4,15108,15108
80645,5,5,15109,15109
80646,6,6,15110,15110
80647,7,7,15111,15111
80648,8,8,15112,15112
80649,9,9,15113,15113
80650,10,10,15114,15114
80651,11,11,15115,15115
80652,12,12,15116,15116
80653,13,13,15117,15117
80654,14,14,15118,15118
80655,15,15,15119,15119
80656,16,16,15120,15120
80657,17,17,15121,15121
80658,18,18,15122,15122
80659,19,19,15123,15123
80660,20,20,15124,15124
80661,21,21,15125,15125
80662,22,22,15126,15126
80663,23,23,15127,15127
80664,24,24,15128,15128
80665,25,25,15129,15129
80666,26,26,15130,15130
80667,27,27,15131,15131
80668,28,28,15132,15132
80669,29,29,15133,15133
80670,30,30,15134,15134
80671,31,31,15135,15135
80672,32,32,15136,15136
80673,33,33,15137,15137
80674,34,34,15138,15138
80675,35,35,15139,15139
80676,36,36,15140,15140
80677,37,37,15141,15141
80678,38,38,15142,15142
80679,39,39,15143,15143
80680,40,40,15144,15144
80681,41,41,15145,15145
80682,42,42,15146,15146
80683,43,43,15147,15147
80684,44,44,15148,15148
80685,45,45,15149,15149
80686,46,46,15150,15150
80687,47,47,15151,15151
80688,48,48,15152,15152
80689,49,49,15153,15153
80690,50,50,15154,15154
80691,51,51,15155,15155
80692,52,52,15156,15156
80693,53,53,15157,15157
80694,54,54,15158,15158
80695,55,55,15159,15159
80696,56,56,15160,15160
80697,57,57,15161,15161
80698,58,58,15162,15162
80699,59,59,15163,15163
80700,60,60,15164,15164
80701,61,61,15165,15165
80702,62,62,15166,15166
80703,63,63,15167,15167
80704,64,64,15168,15168
80705,65,65,15169,15169
80706,66,66,15170,15170
80707,67,67,15171,15171
80708,68,68,15172,15172
80709,69,69,15173,15173
80710,70,70,15174,15174
80711,71,71,15175,15175
80712,72,72,15176,15176
80713,73,73,15177,15177
80714,74,74,15178,15178
80715,75,75,15179,15179
80716,76,76,15180,15180
80717,77,77,15181,15181
80718,78,78,15182,15182
80719,79,79,15183,15183
80720,80,80,15184,15184
80721,81,81,15185,15185
80722,82,82,15186,15186
80723,83,83,15187,15187
80724,84,84,15188,15188
80725,85,85,15189,15189
80726,86,86,15190,15190
80727,87,87,15191,15191
80728,88,88,15192,15192
80729,89,89,15193,15193
80730,90,90,15194,15194
80731,91,91,15195,15195
80732,92,92,15196,15196
80733,93,93,15197,15197
80734,94,94,15198,15198
80735,95,95,15199,15199
80736,96,96,15200,15200
80737,97,97,15201,15201
80738,98,98,15202,15202
80739,99,99,15203,15203
80740,100,100,15204,15204
80741,101,101,15205,15205
80742,102,102,15206,15206
80743,103,103,15207,15207
80744,104,104,15208,15208
80745,105,105,15209,15209
80746,106,106,15210,15210
80747,107,107,15211,15211
80748,108,108,15212,15212
80749,109,109,15213,15213
80750,110,110,15214,15214
80751,111,111,15215,15215
80752,112,112,15216,15216
80753,113,113,15217,15217
80754,114,114,15218,15218
80755,115,115,15219,15219
80756,116,116,15220,15220
80757,117,117,15221,15221
80758,118,118,15222,15222
80759,119,119,15223,15223
80760,120,120,15224,15224
80761,121,121,15225,15225
80762,122,122,15226,15226
80763,123,123,15227,15227
80764,124,124,15228,15228
80765,125,125,15229,15229
80766,126,126,15230,15230
80767,127,127,15231,15231
80768,-128,128,15232,15232
80769,-127,129,15233,15233
80770,-126,130,15234,15234
80771,-125,131,15235,15235
80772,-124,132,15236,15236
80773,-123,133,15237,15237
80774,-122,134,15238,15238
80775,-121,135,15239,15239
80776,-120,136,15240,15240
80777,-119,137,15241,15241
80778,-118,138,15242,15242
80779,-117,139,15243,15243
80780,-116,140,15244,15244
80781,-115,141,15245,15245
80782,-114,142,15246,15246
80783,-113,143,15247,15247
80784,-112,144,15248,15248
80785,-111,145,15249,15249
80786,-110,146,15250,15250
80787,-109,147,15251,15251
80788,-108,148,15252,15252
80789,-107,149,15253,15253
80790,-106,150,15254,15254
80791,-105,151,15255,15255
80792,-104,152,15256,15256
80793,-103,153,15257,15257
80794,-102,154,15258,15258
80795,-101,155,15259,15259
80796,-100,156,15260,15260
80797,-99,157,15261,15261
80798,-98,158,15262,15262
80799,-97,159,15263,15263
80800,-96,160,15264,15264
80801,-95,161,15265,15265
80802,-94,162,15266,15266
80803,-93,163,15267,15267
80804,-92,164,15268,15268
80805,-91,165,15269,15269
80806,-90,166,15270,15270
80807,-89,167,15271,15271
80808,-88,168,15272,15272
80809,-87,169,15273,15273
80810,-86,170,15274,15274
80811,-85,171,15275,15275
80812,-84,172,15276,15276
80813,-83,173,15277,15277
80814,-82,174,15278,15278
80815,-81,175,15279,15279
80816,-80,176,15280,15280
80817,-79,177,15281,15281
80818,-78,178,15282,15282
80819,-77,179,15283,15283
80820,-76,180,15284,15284
80821,-75,181,15285,15285
80822,-74,182,15286,15286
80823,-73,183,15287,15287
80824,-72,184,15288,15288
80825,-71,185,15289,15289
80826,-70,186,15290,15290
80827,-69,187,15291,15291
80828,-68,188,15292,15292
80829,-67,189,15293,15293
80830,-66,190,15294,15294
80831,-65,191,15295,15295
80832,-64,192,15296,15296
80833,-63,193,15297,15297
80834,-62,194,15298,15298
80835,-61,195,15299,15299
80836,-60,196,15300,15300
80837,-59,197,15301,15301
80838,-58,198,15302,15302
80839,-57,199,15303,15303
80840,-56,200,15304,15304
80841,-55,201,15305,15305
80842,-54,202,15306,15306
80843,-53,203,15307,15307
80844,-52,204,15308,15308
80845,-51,205,15309,15309
80846,-50,206,15310,15310
80847,-49,207,15311,15311
80848,-48,208,15312,15312
80849,-47,209,15313,15313
80850,-46,210,15314,15314
80851,-45,211,15315,15315
80852,-44,212,15316,15316
80853,-43,213,15317,15317
80854,-42,214,15318,15318
80855,-41,215,15319,15319
80856,-40,216,15320,15320
80857,-39,217,15321,15321
80858,-38,218,15322,15322
80859,-37,219,15323,15323
80860,-36,220,15324,15324
80861,-35,221,15325,15325
80862,-34,222,15326,15326
80863,-33,223,15327,15327
80864,-32,224,15328,15328
80865,-31,225,15329,15329
80866,-30,226,15330,15330
80867,-29,227,15331,15331
80868,-28,228,15332,15332
80869,-27,229,15333,15333
80870,-26,230,15334,15334
80871,-25,231,15335,15335
80872,-24,232,15336,15336
80873,-23,233,15337,15337
80874,-22,234,15338,15338
80875,-21,235,15339,15339
80876,-20,236,15340,15340
80877,-19,237,15341,15341
80878,-18,238,15342,15342
80879,-17,239,15343,15343
80880,-16,240,15344,15344
80881,-15,241,15345,15345
80882,-14,242,15346,15346
80883,-13,243,15347,15347
80884,-12,244,15348,15348
80885,-11,245,15349,15349
80886,-10,246,15350,15350
80887,-9,247,15351,15351
80888,-8,248,15352,15352
80889,-7,249,15353,15353
80890,-6,250,15354,15354
80891,-5,251,15355,15355
80892,-4,252,15356,15356
80893,-3,253,15357,15357
80894,-2,254,15358,15358
80895,-1,255,15359,15359
80896,0,0,15360,15360
80897,1,1,15361,15361
80898,2,2,15362,15362
80899,3,3,15363,15363
80900,4,4,15364,15364
80901,5,5,15365,15365
80902,6,6,15366,15366
80903,7,7,15367,15367
80904,8,8,15368,15368
80905,9,9,15369,15369
80906,10,10,15370,15370
80907,11,11,15371,15371
80908,12,12,15372,15372
80909,13,13,15373,15373
80910,14,14,15374,15374
80911,15,15,15375,15375
80912,16,16,15376,15376
80913,17,17,15377,15377
80914,18,18,15378,15378
80915,19,19,15379,15379
80916,20,20,15380,15380
80917,21,21,15381,15381
80918,22,22,15382,15382
80919,23,23,15383,15383
80920,24,24,15384,15384
80921,25,25,15385,15385
80922,26,26,15386,15386
80923,27,27,15387,15387
80924,28,28,15388,15388
80925,29,29,15389,15389
80926,30,30,15390,15390
80927,31,31,15391,15391
80928,32,32,15392,15392
80929,33,33,15393,15393
80930,34,34,15394,15394
80931,35,35,15395,15395
80932,36,36,15396,15396
80933,37,37,15397,15397
80934,38,38,15398,15398
80935,39,39,15399,15399
80936,40,40,15400,15400
80937,41,41,15401,15401
80938,42,42,15402,15402
80939,43,43,15403,15403
80940,44,44,15404,15404
80941,45,45,15405,15405
80942,46,46,15406,15406
80943,47,47,15407,15407
80944,48,48,15408,15408
80945,49,49,15409,15409
80946,50,50,15410,15410
80947,51,51,15411,15411
80948,52,52,15412,15412
80949,53,53,15413,15413
80950,54,54,15414,15414
80951,55,55,15415,15415
80952,56,56,15416,15416
80953,57,57,15417,15417
80954,58,58,15418,15418
80955,59,59,15419,15419
80956,60,60,15420,15420
80957,61,61,15421,15421
80958,62,62,15422,15422
80959,63,63,15423,15423
80960,64,64,15424,15424
80961,65,65,15425,15425
80962,66,66,15426,15426
80963,67,67,15427,15427
80964,68,68,15428,15428
80965,69,69,15429,15429
80966,70,70,15430,15430
80967,71,71,15431,15431
80968,72,72,15432,15432
80969,73,73,15433,15433
80970,74,74,15434,15434
80971,75,75,15435,15435
80972,76,76,15436,15436
80973,77,77,15437,15437
80974,78,78,15438,15438
80975,79,79,15439,15439
80976,80,80,15440,15440
80977,81,81,15441,15441
80978,82,82,15442,15442
80979,83,83,15443,15443
80980,84,84,15444,15444
80981,85,85,15445,15445
80982,86,86,15446,15446
80983,87,87,15447,15447
80984,88,88,15448,15448
80985,89,89,15449,15449
80986,90,90,15450,15450
80987,91,91,15451,15451
80988,92,92,15452,15452
80989,93,93,15453,15453
80990,94,94,15454,15454
80991,95,95,15455,15455
80992,96,96,15456,15456
80993,97,97,15457,15457
80994,98,98,15458,15458
80995,99,99,15459,15459
80996,100,100,15460,15460
80997,101,101,15461,15461
80998,102,102,15462,15462
80999,103,103,15463,15463
81000,104,104,15464,15464
81001,105,105,15465,15465
81002,106,106,15466,15466
81003,107,107,15467,15467
81004,108,108,15468,15468
81005,109,109,15469,15469
81006,110,110,15470,15470
81007,111,111,15471,15471
81008,112,112,15472,15472
81009,113,113,15473,15473
81010,114,114,15474,15474
81011,115,115,15475,15475
81012,116,116,15476,15476
81013,117,117,15477,15477
81014,118,118,15478,15478
81015,119,119,15479,15479
81016,120,120,15480,15480
81017,121,121,15481,15481
81018,122,122,15482,15482
81019,123,123,15483,15483
81020,124,124,15484,15484
81021,125,125,15485,15485
81022,126,126,15486,15486
81023,127,127,15487,15487
81024,-128,128,15488,15488
81025,-127,129,15489,15489
81026,-126,130,15490,15490
81027,-125,131,15491,15491
81028,-124,132,15492,15492
81029,-123,133,15493,15493
81030,-122,134,15494,15494
81031,-121,135,15495,15495
81032,-120,136,15496,15496
81033,-119,137,15497,15497
81034,-118,138,15498,15498
81035,-117,139,15499,15499
81036,-116,140,15500,15500
81037,-115,141,15501,15501
81038,-114,142,15502,15502
81039,-113,143,15503,15503
81040,-112,144,15504,15504
81041,-111,145,15505,15505
81042,-110,146,15506,15506
81043,-109,147,15507,15507
81044,-108,148,15508,15508
81045,-107,149,15509,15509
81046,-106,150,15510,15510
81047,-105,151,15511,15511
81048,-104,152,15512,15512
81049,-103,153,15513,15513
81050,-102,154,15514,15514
81051,-101,155,15515,15515
81052,-100,156,15516,15516
81053,-99,157,15517,15517
81054,-98,158,15518,15518
81055,-97,159,15519,15519
81056,-96,160,15520,15520
81057,-95,161,15521,15521
81058,-94,162,15522,15522
81059,-93,163,15523,15523
81060,-92,164,15524,15524
81061,-91,165,15525,15525
81062,-90,166,15526,15526
81063,-89,167,15527,15527
81064,-88,168,15528,15528
81065,-87,169,15529,15529
81066,-86,170,15530,15530
81067,-85,171,15531,15531
81068,-84,172,15532,15532
81069,-83,173,15533,15533
81070,-82,174,15534,15534
81071,-81,175,15535,15535
81072,-80,176,15536,15536
81073,-79,177,15537,15537
81074,-78,178,15538,15538
81075,-77,179,15539,15539
81076,-76,180,15540,15540
81077,-75,181,15541,15541
81078,-74,182,15542,15542
81079,-73,183,15543,15543
81080,-72,184,15544,15544
81081,-71,185,15545,15545
81082,-70,186,15546,15546
81083,-69,187,15547,15547
81084,-68,188,15548,15548
81085,-67,189,15549,15549
81086,-66,190,15550,15550
81087,-65,191,15551,15551
81088,-64,192,15552,15552
81089,-63,193,15553,15553
81090,-62,194,15554,15554
81091,-61,195,15555,15555
81092,-60,196,15556,15556
81093,-59,197,15557,15557
81094,-58,198,15558,15558
81095,-57,199,15559,15559
81096,-56,200,15560,15560
81097,-55,201,15561,15561
81098,-54,202,15562,15562
81099,-53,203,15563,15563
81100,-52,204,15564,15564
81101,-51,205,15565,15565
81102,-50,206,15566,15566
81103,-49,207,15567,15567
81104,-48,208,15568,15568
81105,-47,209,15569,15569
81106,-46,210,15570,15570
81107,-45,211,15571,15571
81108,-44,212,15572,15572
81109,-43,213,15573,15573
81110,-42,214,15574,15574
81111,-41,215,15575,15575
81112,-40,216,15576,15576
81113,-39,217,15577,15577
81114,-38,218,15578,15578
81115,-37,219,15579,15579
81116,-36,220,15580,15580
81117,-35,221,15581,15581
81118,-34,222,15582,15582
81119,-33,223,15583,15583
81120,-32,224,15584,15584
81121,-31,225,15585,15585
81122,-30,226,15586,15586
81123,-29,227,15587,15587
81124,-28,228,15588,15588
81125,-27,229,15589,15589
81126,-26,230,15590,15590
81127,-25,231,15591,15591
81128,-24,232,15592,15592
81129,-23,233,15593,15593
81130,-22,234,15594,15594
81131,-21,235,15595,15595
81132,-20,236,15596,15596
81133,-19,237,15597,15597
81134,-18,238,15598,15598
81135,-17,239,15599,15599
81136,-16,240,15600,15600
81137,-15,241,15601,15601
81138,-14,242,15602,15602
81139,-13,243,15603,15603
81140,-12,244,15604,15604
81141,-11,245,15605,15605
81142,-10,246,15606,15606
81143,-9,247,15607,15607
81144,-8,248,15608,15608
81145,-7,249,15609,15609
81146,-6,250,15610,15610
81147,-5,251,15611,15611
81148,-4,252,15612,15612
81149,-3,253,15613,15613
81150,-2,254,15614,15614
81151,-1,255,15615,15615
81152,0,0,15616,15616
81153,1,1,15617,15617
81154,2,2,15618,15618
81155,3,3,15619,15619
81156,4,4,15620,15620
81157,5,5,15621,15621
81158,6,6,15622,15622
81159,7,7,15623,15623
81160,8,8,15624,15624
81161,9,9,15625,15625
81162,10,10,15626,15626
81163,11,11,15627,15627
81164,12,12,15628,15628
81165,13,13,15629,15629
81166,14,14,15630,15630
81167,15,15,15631,15631
81168,16,16,15632,15632
81169,17,17,15633,15633
81170,18,18,15634,15634
81171,19,19,15635,15635
81172,20,20,15636,15636
81173,21,21,15637,15637
81174,22,22,15638,15638
81175,23,23,15639,15639
81176,24,24,15640,15640
81177,25,25,15641,15641
81178,26,26,15642,15642
81179,27,27,15643,15643
81180,28,28,15644,15644
81181,29,29,15645,15645
81182,30,30,15646,15646
81183,31,31,15647,15647
81184,32,32,15648,15648
81185,33,33,15649,15649
81186,34,34,15650,15650
81187,35,35,15651,15651
81188,36,36,15652,15652
81189,37,37,15653,15653
81190,38,38,15654,15654
81191,39,39,15655,15655
81192,40,40,15656,15656
81193,41,41,15657,15657
81194,42,42,15658,15658
81195,43,43,15659,15659
81196,44,44,15660,15660
81197,45,45,15661,15661
81198,46,46,15662,15662
81199,47,47,15663,15663
81200,48,48,15664,15664
81201,49,49,15665,15665
81202,50,50,15666,15666
81203,51,51,15667,15667
81204,52,52,15668,15668
81205,53,53,15669,15669
81206,54,54,15670,15670
81207,55,55,15671,15671
81208,56,56,15672,15672
81209,57,57,15673,15673
81210,58,58,15674,15674
81211,59,59,15675,15675
81212,60,60,15676,15676
81213,61,61,15677,15677
81214,62,62,15678,15678
81215,63,63,15679,15679
81216,64,64,15680,15680
81217,65,65,15681,15681
81218,66,66,15682,15682
81219,67,67,15683,15683
81220,68,68,15684,15684
81221,69,69,15685,15685
81222,70,70,15686,15686
81223,71,71,15687,15687
81224,72,72,15688,15688
81225,73,73,15689,15689
81226,74,74,15690,15690
81227,75,75,15691,15691
81228,76,76,15692,15692
81229,77,77,15693,15693
81230,78,78,15694,15694
81231,79,79,15695,15695
81232,80,80,15696,15696
81233,81,81,15697,15697
81234,82,82,15698,15698
81235,83,83,15699,15699
81236,84,84,15700,15700
81237,85,85,15701,15701
81238,86,86,15702,15702
81239,87,87,15703,15703
81240,88,88,15704,15704
81241,89,89,15705,15705
81242,90,90,15706,15706
81243,91,91,15707,15707
81244,92,92,15708,15708
81245,93,93,15709,15709
81246,94,94,15710,15710
81247,95,95,15711,15711
81248,96,96,15712,15712
81249,97,97,15713,15713
81250,98,98,15714,15714
81251,99,99,15715,15715
81252,100,100,15716,15716
81253,101,101,15717,15717
81254,102,102,15718,15718
81255,103,103,15719,15719
81256,104,104,15720,15720
81257,105,105,15721,15721
81258,106,106,15722,15722
81259,107,107,15723,15723
81260,108,108,15724,15724
81261,109,109,15725,15725
81262,110,110,15726,15726
81263,111,111,15727,15727
81264,112,112,15728,15728
81265,113,113,15729,15729
81266,114,114,15730,15730
81267,115,115,15731,15731
81268,116,116,15732,15732
81269,117,117,15733,15733
81270,118,118,15734,15734
81271,119,119,15735,15735
81272,120,120,15736,15736
81273,121,121,15737,15737
81274,122,122,15738,15738
81275,123,123,15739,15739
81276,124,124,15740,15740
81277,125,125,15741,15741
81278,126,126,15742,15742
81279,127,127,15743,15743
81280,-128,128,15744,15744
81281,-127,129,15745,15745
81282,-126,130,15746,15746
81283,-125,131,15747,15747
81284,-124,132,15748,15748
81285,-123,133,15749,15749
81286,-122,134,15750,15750
81287,-121,135,15751,15751
81288,-120,136,15752,15752
81289,-119,137,15753,15753
81290,-118,138,15754,15754
81291,-117,139,15755,15755
81292,-116,140,15756,15756
81293,-115,141,15757,15757
81294,-114,142,15758,15758
81295,-113,143,15759,15759
81296,-112,144,15760,15760
81297,-111,145,15761,15761
81298,-110,146,15762,15762
81299,-109,147,15763,15763
81300,-108,148,15764,15764
81301,-107,149,15765,15765
81302,-106,150,15766,15766
81303,-105,151,15767,15767
81304,-104,152,15768,15768
81305,-103,153,15769,15769
81306,-102,154,15770,15770
81307,-101,155,15771,15771
81308,-100,156,15772,15772
81309,-99,157,15773,15773
81310,-98,158,15774,15774
81311,-97,159,15775,15775
81312,-96,160,15776,15776
81313,-95,161,15777,15777
81314,-94,162,15778,15778
81315,-93,163,15779,15779
81316,-92,164,15780,15780
81317,-91,165,15781,15781
81318,-90,166,15782,15782
81319,-89,167,15783,15783
81320,-88,168,15784,15784
81321,-87,169,15785,15785
81322,-86,170,15786,15786
81323,-85,171,15787,15787
81324,-84,172,15788,15788
81325,-83,173,15789,15789
81326,-82,174,15790,15790
81327,-81,175,15791,15791
81328,-80,176,15792,15792
81329,-79,177,15793,15793
81330,-78,178,15794,15794
81331,-77,179,15795,15795
81332,-76,180,15796,15796
81333,-75,181,15797,15797
81334,-74,182,15798,15798
81335,-73,183,15799,15799
81336,-72,184,15800,15800
81337,-71,185,15801,15801
81338,-70,186,15802,15802
81339,-69,187,15803,15803
81340,-68,188,15804,15804
81341,-67,189,15805,15805
81342,-66,190,15806,15806
81343,-65,191,15807,15807
81344,-64,192,15808,15808
81345,-63,193,15809,15809
81346,-62,194,15810,15810
81347,-61,195,15811,15811
81348,-60,196,15812,15812
81349,-59,197,15813,15813
81350,-58,198,15814,15814
81351,-57,199,15815,15815
81352,-56,200,15816,15816
81353,-55,201,15817,15817
81354,-54,202,15818,15818
81355,-53,203,15819,15819
81356,-52,204,15820,15820
81357,-51,205,15821,15821
81358,-50,206,15822,15822
81359,-49,207,15823,15823
